construction_name,construction_rotation,construction_center_lat,construction_center_lng,reference_point_lat,reference_point_lng,point2_lat,point2_lng,point3_lat,point3_lng,point4_lat,point4_lng
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),252,49.80245662422993,-97.0823228365436,49.802969596733874,-97.0832163749606,49.80290548048569,-97.08311957889946,49.80296524993028,-97.08306001389845,49.80302693513488,-97.0831243822758
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),155,49.80250574004992,-97.08247535557702,49.80187081483078,-97.08315531724601,49.80194063677976,-97.08306851516126,49.8019958007108,-97.08318544818934,49.80189830009132,-97.08326000158583
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),106,49.80253468454044,-97.08240837341515,49.801786918007224,-97.08211204820262,49.80177650669947,-97.08223399307892,49.801875008027245,-97.08213674261023,49.80185596476491,-97.08226953690765
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),63,49.802554722865196,-97.08196130158447,49.80213827482392,-97.08095444785785,49.80211865197231,-97.08110898115518,49.80206664741126,-97.08108360500478,49.80219183033036,-97.0810655887282
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),221,49.80235800598582,-97.08220517385774,49.80250068076475,-97.08338042476085,49.80247789919082,-97.08324629128155,49.80256313611234,-97.08321244548496,49.80259529744585,-97.08335207069177
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),88,49.80224651998132,-97.08196619980689,49.80159445241884,-97.08132636928595,49.80152170978008,-97.08146726798074,49.80167330589296,-97.081392029525,49.80160423790828,-97.08151567019561
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),348,49.80240673219265,-97.08181946582538,49.80292665485754,-97.08093562405658,49.802871226667406,-97.08104454020824,49.80279869496907,-97.08095876618607,49.80284312619488,-97.08086320961107
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),301,49.80235047933189,-97.08218494589784,49.80312226727039,-97.08217131939453,49.803033053606455,-97.08218279035407,49.80300974519453,-97.08203366564966,49.80311647407198,-97.08201149200849
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),154,49.80250199570038,-97.08205230502547,49.801859507953516,-97.08271499474763,49.801930297025116,-97.08263009385495,49.80197775685459,-97.0827926564106,49.80193893187788,-97.08282234620337
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),278,49.80228966919522,-97.0823927320989,49.80300353923787,-97.08284742364721,49.80291852499521,-97.0828039726686,49.80294847270407,-97.08268042368775,49.803021917309664,-97.08271532397747
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),152,49.80234308451453,-97.08219807952061,49.80168606107404,-97.08282562315604,49.80175871941498,-97.08274460189254,49.801820596416896,-97.08290565528576,49.801743791495454,-97.08287519632043
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),357,49.802345938743755,-97.08221798799224,49.802770221599175,-97.08121901304199,49.802726472740105,-97.08134002247284,49.80267155344866,-97.08123435949359,49.80270683049776,-97.08111762271533
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),35,49.802260761185146,-97.08199024606189,49.802198144527594,-97.08079833317167,49.80212009022766,-97.08094452009632,49.802136816706806,-97.08081227877405,49.80221175458766,-97.08093541996661
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80244624476281,-97.08181474365821,49.801728869573246,-97.08225598846158,49.801809504726414,-97.08219574578912,49.801834212203886,-97.0823009870241,49.80176944513142,-97.08236829634365
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),257,49.80211296989804,-97.08226133462449,49.80267425413789,-97.08308219678575,49.80260493685455,-97.08299442780225,49.80268054094057,-97.08291069411551,49.8027283110178,-97.08303346209824
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),40,49.80227755283733,-97.08214138291825,49.80214812613853,-97.08096246148058,49.802082772907355,-97.08111596036188,49.80205724887481,-97.08099304502163,49.80216939590815,-97.08109718865404
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),16,49.80232422421383,-97.08220162893492,49.80251547676683,-97.08104306343816,49.80249953912125,-97.08117954760341,49.80242063535008,-97.0811518050265,49.80240852544671,-97.08105388912904
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),159,49.8021947865524,-97.08218372960565,49.80159202155402,-97.0829306512571,49.80165776537431,-97.08283651509343,49.801676992417654,-97.08291281891383,49.80163997561594,-97.08301712793356
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),318,49.802199600929235,-97.08239238481349,49.802935093500224,-97.08202973730873,49.802851942782645,-97.08208112091913,49.802803137633795,-97.08193513018941,49.80291896496644,-97.0819506466078
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),37,49.80238486031386,-97.08204862801338,49.80229543385127,-97.08086082428449,49.80218488618648,-97.08104489669611,49.80221606147021,-97.0808703910326,49.80231212351298,-97.08099709192827
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),130,49.80234158700583,-97.08225856519938,49.80158067668801,-97.08245908174311,49.801667633867986,-97.08242612996085,49.801695807471866,-97.08257152354307,49.8015864479712,-97.08263549528276
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),328,49.802322442309965,-97.08209424091181,49.80300611633455,-97.08153921951599,49.802929987839185,-97.08161219435593,49.80290204229206,-97.08145462060416,49.80296232109013,-97.08143478156326
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),100,49.802309876003626,-97.08220317905105,49.8015861973847,-97.08178737761425,49.80156629145348,-97.08192755514156,49.80167213883935,-97.08182620263493,49.80165013316945,-97.0819189317826
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),39,49.80225233443787,-97.08197438018784,49.802136207129855,-97.08079213905943,49.80204845007025,-97.0809407466989,49.80202971080439,-97.08081925217404,49.80215595605788,-97.08092742081146
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),159,49.802530851219444,-97.08228611237129,49.80192808622105,-97.08303303920734,49.80199383004133,-97.08293890239027,49.80209660497663,-97.08304894036682,49.801966266367344,-97.08317724985537
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),185,49.802273589978,-97.08214486185186,49.80194316007082,-97.08322558609488,49.801975615640664,-97.08309632410463,49.802045901624766,-97.08308484746162,49.80201531027367,-97.08328477952857
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),175,49.80228462889693,-97.08212878670845,49.801838094348795,-97.083104192075,49.80188454417096,-97.0829856259194,49.80196359097981,-97.08306354273985,49.80191523135442,-97.08323826248865
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),350,49.80237015766358,-97.08249150661541,49.80286985504319,-97.08158009055144,49.80281691395804,-97.08169193740183,49.80273553164533,-97.08160359039769,49.802824291924196,-97.08151816301869
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),175,49.80230494672518,-97.08218356736441,49.80185841217704,-97.08315897314029,49.8019048619992,-97.08304040693491,49.80194536227215,-97.08314833925647,49.801917540230036,-97.08321137182877
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),264,49.802264068660996,-97.08229899388445,49.80288573657558,-97.08300775766612,49.802810032241815,-97.08293373130647,49.80289884193206,-97.0828450348697,49.8029345405968,-97.08288798729433
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),111,49.80252794136786,-97.08214244285723,49.80176635126451,-97.08194821945101,49.80185549520477,-97.08196092487121,49.80184417291372,-97.08209352198422,49.8017790703261,-97.08206643740102
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),12,49.80233777057771,-97.08206524458612,49.80258071899702,-97.08093017068005,49.802558675287656,-97.08106460002266,49.802475406711,-97.08100825527188,49.80249348439123,-97.08091109282047
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),346,49.80234533953058,-97.08225719216658,49.80288485403239,-97.08140200332566,49.802827006268416,-97.08150785585481,49.80275548372895,-97.08138244559132,49.80284948061144,-97.0813102153153
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),339,49.80238084185844,-97.0821645860331,49.802983602056386,-97.08141764291264,49.80291785936986,-97.08151178355499,49.8028357337727,-97.08135499808988,49.802949235811504,-97.08133298948685
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.80238831076567,-97.08231256502484,49.80309695031844,-97.08278649165231,49.803012438467206,-97.08274074834708,49.80306150112474,-97.08265049552499,49.80311911146207,-97.08264363329928
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),16,49.802420628510475,-97.08200465848321,49.802611881063456,-97.08084609067949,49.80259594341789,-97.08098257511648,49.80250565111104,-97.08093995979645,49.802512718519026,-97.08087186520457
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),221,49.80211238905116,-97.0820603354661,49.80225506383014,-97.08323558040694,49.802232282256185,-97.08310144760813,49.80233716424645,-97.08309955283784,49.80231015329571,-97.08316173967945
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),76,49.8022883306603,-97.0822686085612,49.80173637233138,-97.08143271024078,49.8016740979174,-97.08154086159567,49.80180469162136,-97.08152233639395,49.80175192692896,-97.0816283360082
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.80243523577334,-97.08223268334274,49.80314387532611,-97.08270661042957,49.80305936347487,-97.08266086708,49.80306629247895,-97.08250280493274,49.80317540501511,-97.08260612548806
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),353,49.80231962764029,-97.08204451130398,49.802787853484645,-97.08109382601972,49.80273876302743,-97.08120981233334,49.802667197999874,-97.08113502839818,49.802736080928085,-97.08103739683771
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),147,49.802167287320614,-97.0824040966428,49.801477463048606,-97.08294052965431,49.80155440256704,-97.08286962822552,49.80161138544198,-97.08298328564125,49.801504760415455,-97.08305291524204
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),278,49.80234193266309,-97.08228497675869,49.80305580270573,-97.08273966879784,49.802970788463085,-97.08269621777232,49.80299600867873,-97.08256735101963,49.803058866327156,-97.08256566607245
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.802241672309854,-97.08233369484881,49.80295031186264,-97.08280762004082,49.80286580001139,-97.08276187687413,49.80287759645249,-97.08261364354978,49.80297410845804,-97.08267864305246
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),182,49.80215879463075,-97.0821681958962,49.80179231172174,-97.08322064269008,49.80182908915985,-97.08309418993392,49.80190017771559,-97.08316112023863,49.80187090629029,-97.08329910317435
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),337,49.80226183109306,-97.08229662432566,49.8028810490268,-97.08158273074315,49.802813225867766,-97.08167325891718,49.80274605127576,-97.08156887861014,49.802787478663205,-97.08146566014098
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),165,49.80239139037527,-97.08218090022064,49.801842318910744,-97.08302135193081,49.801901351627414,-97.0829170838092,49.801959663743624,-97.08305345812957,49.801932810793694,-97.08315563584662
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),294,49.80222532641136,-97.08220473597949,49.80299243329733,-97.08233694194081,49.80290298235938,-97.08233148158976,49.80290722037573,-97.08222813811655,49.80299513564987,-97.08215832168685
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),16,49.80229791256184,-97.08212315445982,49.80248916511485,-97.08096458959271,49.80247322746927,-97.08110107368378,49.802383625568794,-97.08107608223587,49.80241270832582,-97.08088919917279
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),130,49.80244960968719,-97.08239827264468,49.80168869936938,-97.08259878963578,49.80177565654936,-97.08256583778004,49.80180347274648,-97.08263362984205,49.80171146029739,-97.08271754231026
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),22,49.80239251607958,-97.08229001462333,49.802504557804205,-97.08110682125123,49.80249791542728,-97.08124513887844,49.80240473483844,-97.08121867775884,49.802432716518176,-97.08111909490584
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),268,49.80221582494689,-97.08238755933516,49.80286788898683,-97.08302740668553,49.80278903619859,-97.08296174284906,49.80281856033198,-97.0828260866593,49.802913552794344,-97.0829326916951
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),68,49.80219132451198,-97.08213963635929,49.80171982326802,-97.08119285680787,49.80171352935672,-97.08138128424697,49.80165714523436,-97.08128357988487,49.80177942691783,-97.08129634204545
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),331,49.802136870542014,-97.0822259754227,49.8028008595225,-97.08161627902996,49.80272730037979,-97.08169532674769,49.80267808609244,-97.08158198199574,49.80276814072145,-97.08152652742913
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),46,49.80215216290625,-97.08213072649451,49.8019439086945,-97.08097922810076,49.80190256527999,-97.08116530373614,49.80187328091269,-97.08104515235742,49.80197415137963,-97.08110977202149
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),331,49.802393772867475,-97.08257985350576,49.80305776184794,-97.08197015387773,49.802984202705225,-97.08204920201493,49.80291484944809,-97.08191869480484,49.80298397383036,-97.08182024249794
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),172,49.80241021403938,-97.08227976598431,49.8019313431829,-97.08321762877975,49.801981734399384,-97.08310299131054,49.80204642855584,-97.08316095472179,49.802007530917756,-97.083301012105
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),307,49.80254228719808,-97.08208396198937,49.80330892781654,-97.08194541455859,49.8032209767821,-97.081971271593,49.80320521707462,-97.08183755728086,49.80328720435575,-97.08180706024487
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),35,49.80235467387692,-97.08221718572585,49.80229205721934,-97.08102527052365,49.802223793968665,-97.08119267306341,49.80220870577378,-97.08101278126138,49.80230566727941,-97.08116235758449
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),238,49.80237933560295,-97.08215714403464,49.80273755136022,-97.08321641410029,49.802690453617615,-97.08309846102908,49.80278390923561,-97.08306730237977,49.80279570354557,-97.08312746302255
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),89,49.80228705736722,-97.08181765300156,49.80162788189471,-97.08119555116295,49.8015492603262,-97.08131581486076,49.8017074629738,-97.08125906929746,49.801643269959825,-97.0813803456082
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),303,49.80234087130932,-97.0822474523564,49.80311188215024,-97.08219210137965,49.80302298121846,-97.08220838945424,49.803009633173154,-97.08209406587406,49.803097643942614,-97.08206111040947
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),288,49.802482441700676,-97.08239593791319,49.80323642687522,-97.08265165752417,49.80314783435917,-97.08263173978322,49.80315403933149,-97.08249381528523,49.80325886486313,-97.08250398234776
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),349,49.802404112175246,-97.08207805167868,49.80291399985615,-97.08118028572817,49.80285980696463,-97.0812906840806,49.8027829253304,-97.08115280219003,49.80284465763987,-97.08112560080363
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),301,49.802244241006534,-97.08230515640841,49.80301602894503,-97.08229152993499,49.80292681528109,-97.08230300086937,49.80291001409368,-97.08220370603085,49.80297493856227,-97.08219478052271
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),273,49.80219273349298,-97.0823504129159,49.80287830938949,-97.08289977232444,49.80279606289392,-97.08284500655739,49.802847671546566,-97.08273771758724,49.80292992461788,-97.08276605154148
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),181,49.80242300868641,-97.08195062679836,49.80204472653134,-97.08299300923501,49.80208292276821,-97.08286756953012,49.802163954562126,-97.0829237940826,49.80214696162812,-97.08307562881743
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),85,49.80221924023945,-97.08199447860918,49.80158967918871,-97.08130265151566,49.80152524014321,-97.08140857550563,49.80166620665673,-97.08137461561356,49.80160597473613,-97.08148356135399
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),266,49.802388082195996,-97.08190991392212,49.80302533637518,-97.08258463257079,49.80294801070855,-97.08251474468385,49.80300844690151,-97.08243287289095,49.80305645309346,-97.08249990403131
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),190,49.80229911679343,-97.08196925792332,49.802030737943255,-97.08309049056577,49.802055798670565,-97.0829573376133,49.802166767193604,-97.08301782658724,49.80213302064641,-97.0831358885833
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),301,49.80244914970209,-97.08224174325507,49.803220937640596,-97.08222811672397,49.803131723976655,-97.08223958770691,49.80310489397851,-97.08210489210194,49.80322565835415,-97.08205328450848
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),147,49.80208640855562,-97.08213769559991,49.801396584283616,-97.08267412771528,49.801473523802045,-97.08260322640497,49.80154295137186,-97.08273070126421,49.80145339094321,-97.08276338026533
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),190,49.802260749888866,-97.08206510629586,49.80199237103871,-97.08318633804979,49.802017431766004,-97.08305318520281,49.802100725734945,-97.08310739147373,49.80208481961979,-97.08318581260954
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),87,49.80235852460963,-97.08247307721541,49.8017137635811,-97.08181571086125,49.801651885839306,-97.08195625215725,49.801791865431234,-97.08188349341576,49.80174532686816,-97.08196203484067
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),216,49.80222159313787,-97.08238327729639,49.80229761409367,-97.08357331810605,49.80228246456348,-97.08343661926385,49.80236127102034,-97.08338507968921,49.80235185639118,-97.0835538856312
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),262,49.80242154023302,-97.0821208455172,49.803026864469295,-97.08286279502072,49.80295287370418,-97.0827847199522,49.8030356862209,-97.0826591781841,49.80309890199285,-97.0828061407947
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),271,49.80237885268203,-97.08228403656804,49.803051636548055,-97.08287013435731,49.8029706737619,-97.08281095440408,49.803021631744635,-97.08270526109472,49.80309026794001,-97.08278810716652
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),141,49.802143432084925,-97.08191534295909,49.8014211958747,-97.08233712023848,49.80150249733381,-97.08227906743703,49.80150298137467,-97.08236937862092,49.8014266847145,-97.08247230950606
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),154,49.80253154904739,-97.0823813140895,49.801889061300514,-97.08304400421616,49.80195985037213,-97.08295910327166,49.80201329421824,-97.08307138331786,49.80193606500368,-97.08313955734715
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),205,49.802454248952806,-97.08225068003011,49.80238231563205,-97.08344133456191,49.80238427935557,-97.08330266830771,49.80248140657998,-97.0832660465068,49.80248615204353,-97.08348273302182
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),154,49.802434438731545,-97.08197664271198,49.80179195098467,-97.08263933150944,49.80186274005629,-97.08255443073524,49.80189198347235,-97.08271918553768,49.80180751718216,-97.08275878941039
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),141,49.80232447618132,-97.08219706313228,49.80160223997109,-97.08261884198883,49.80168354143021,-97.0825607889703,49.80169741911847,-97.08268902853129,49.80166655514028,-97.08276057394704
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),170,49.80233526313057,-97.08218932526759,49.80183555860369,-97.08310072186093,49.80188850133538,-97.08298887914857,49.80195934711007,-97.08306219268029,49.80188900570819,-97.0831980135677
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),350,49.80237362361464,-97.08215021832194,49.80287332099425,-97.08123880219271,49.8028203799091,-97.08135064905112,49.802727740871404,-97.08124523830351,49.802798957518654,-97.08116535702024
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),59,49.80239680607084,-97.082567751365,49.80202670352722,-97.08151834444462,49.80199781482877,-97.08171638875133,49.80191654750771,-97.08162041900412,49.802075124737556,-97.0816350024234
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),290,49.80256817108646,-97.08237302083724,49.803327457029155,-97.08258781482355,49.803238469835854,-97.08257269971662,49.80323026414905,-97.08241446982322,49.803311287309036,-97.0824800294646
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),40,49.80233171105648,-97.08196269539432,49.80220228435766,-97.08078377263787,49.80210098101565,-97.08094240511397,49.802142604862404,-97.08076380288693,49.802223554127295,-97.08091849996204
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),274,49.80236496805576,-97.0819105420841,49.8030566276725,-97.08244128148525,49.80297377680684,-97.0823887478736,49.80301087942618,-97.08221428450463,49.80307282381674,-97.08234002435817
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),70,49.80252434750914,-97.08190137309107,49.80203180715892,-97.080980658836,49.801977251901576,-97.0810941226714,49.802093705518324,-97.08108085886359,49.802032651660326,-97.08122215457199
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),292,49.80245785063658,-97.08213920255807,49.8032215122602,-97.08231280836563,49.803132238809994,-97.08230251436906,49.8031450751084,-97.08213572724883,49.803252957838254,-97.08213751825633
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),209,49.80232524635232,-97.0821874300332,49.802307094599286,-97.08338295609774,49.80230281042486,-97.08324441561558,49.8024368703787,-97.0832391811978,49.802380133157335,-97.08335820664766
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),306,49.80233610174548,-97.08219185447008,49.803104186224765,-97.08207405910632,49.80301595732734,-97.08209753381608,49.803004743932696,-97.0819934349943,49.803111072014595,-97.08197790801579
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),122,49.802306987765995,-97.08215486930403,49.80153547085841,-97.08218936217307,49.80151855727216,-97.08229015584561,49.80162454172917,-97.08217548107076,49.801632492826116,-97.08231541369081
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),348,49.80228311014145,-97.08227398406517,49.80280303280637,-97.08139014455323,49.80274760461623,-97.08149906042676,49.802678434619374,-97.08140972677036,49.80271839340649,-97.08128729704148
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),175,49.8023440629823,-97.08220836976746,49.801897528434154,-97.08318377633138,49.80194397825633,-97.08306521003024,49.80204079411963,-97.0831102763201,49.80198695308603,-97.08320921914365
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),27,49.80244846906026,-97.08208216038207,49.80249352679338,-97.08088833917094,49.802426182810045,-97.08105831121425,49.80236895511014,-97.08091859959379,49.80249469040893,-97.08102702739947
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),204,49.80231432139115,-97.08234414037724,49.802228987233846,-97.08353266488055,49.802232512625096,-97.08339407328178,49.80229376715711,-97.08335911822542,49.80231877558223,-97.08348919085573
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),108,49.802331312701725,-97.08185051725346,49.80157732696453,-97.0815948064055,49.80155573816523,-97.0817639281662,49.801665919564826,-97.08161472260093,49.80163846546285,-97.08176842776956
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),48,49.802330996843004,-97.08205649170034,49.80209693182613,-97.0809169514863,49.80203299566211,-97.08110754148113,49.80200205742202,-97.08099469687797,49.8021300966087,-97.08104578103251
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),197,49.80235346217986,-97.08222012182016,49.80217527747614,-97.08338367435158,49.80218967788266,-97.0832467815853,49.802299017305415,-97.08321746102777,49.80229564808869,-97.08342758281937
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),353,49.80238289284853,-97.08221965525112,49.80285111869288,-97.08126896872454,49.802802028235675,-97.08138495518975,49.80273523619775,-97.08125818619175,49.8027794069935,-97.08113966896131
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),185,49.80213542390113,-97.08243357072297,49.80180499399396,-97.08351429188188,49.80183744956381,-97.0833850302605,49.801935475622344,-97.0834715131177,49.80191547922841,-97.08353866724276
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),335,49.8025830129112,-97.08213296094296,49.803217934152045,-97.08145298035392,49.80314811315394,-97.08153978656483,49.8031202884054,-97.08138375453115,49.80313572147382,-97.08137871728779
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),19,49.802192637975054,-97.0818608361985,49.802344493218804,-97.08068835391957,49.80233318771544,-97.08082594290852,49.80225972688046,-97.08081196700877,49.80225072995146,-97.08072008848404
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),281,49.80228605367589,-97.08203918193294,49.803014304418504,-97.08243536369918,49.80292793895531,-97.08239886603153,49.80294535549131,-97.08232876215222,49.803037735817036,-97.08230992361368
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),170,49.8024723050256,-97.08248721328262,49.8019726004987,-97.0833986124557,49.80202554323039,-97.08328676942678,49.802092633014496,-97.08341567355536,49.80203399719591,-97.08346519381533
