construction_name,construction_rotation,reference_point_lat,reference_point_lng,point2_lat,point2_lng,point3_lat,point3_lng,point4_lat,point4_lng
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),130,49.80139641369019,-97.07748182144458,49.80133425438947,-97.07764816678088,49.80130935109415,-97.07752699046917,49.801416548311366,-97.07761159827233
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),51,49.8018356011104,-97.07632122818876,49.80175109051585,-97.07642434262232,49.80169839604264,-97.07623432464132,49.80178758474866,-97.0761985472164
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),229,49.80228261266614,-97.07831938529681,49.80235523653632,-97.07829246827932,49.802399390754054,-97.07838377194999,49.80231692403065,-97.0784418968976
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),199,49.80192980787245,-97.07834914228935,49.801907157622395,-97.07846395377834,49.80197870597649,-97.07836085889008,49.80200656829,-97.07850616815132
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),276,49.80268957631357,-97.07775924950242,49.802728524186456,-97.07765695215659,49.802813087739416,-97.07771121383642,49.80277407174893,-97.07781159355913
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),306,49.80275022240989,-97.0772199374855,49.80272564919649,-97.07709925988493,49.80284959062849,-97.0770274652043,49.802828666839886,-97.0772023433903
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),334,49.80264206263078,-97.07673646029791,49.80259168034075,-97.07660418832374,49.802651622657905,-97.07660797880818,49.80271341582905,-97.07664123314221
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),137,49.80141461742608,-97.07760782579732,49.80137627991572,-97.0777611280252,49.801351880527825,-97.07766153536967,49.801434930288515,-97.07769095320178
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),30,49.802080883567974,-97.07625683133088,49.80198742281874,-97.07625006750847,49.80196976814785,-97.07607102951604,49.80206470341636,-97.07612513691267
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),129,49.80139462884456,-97.07746357250653,49.80132238689805,-97.07769637693991,49.80130020413348,-97.07749298068153,49.801418238502,-97.07759997261094
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),326,49.80268840038425,-97.07686535860753,49.80264434850584,-97.07674269808564,49.802716727070624,-97.07667242378194,49.80276950454465,-97.07678911004517
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),102,49.801424526729605,-97.07697199581055,49.80140888171125,-97.07709867573668,49.80131245941257,-97.07707545402083,49.801348425602995,-97.0769541015129
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),39,49.80197398844809,-97.07626730218038,49.801895311676766,-97.07635920218591,49.801857087865926,-97.07611597612237,49.801947076689146,-97.07612330966153
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),104,49.80141721064225,-97.0770071255272,49.801395444678626,-97.0771360601297,49.80129263179879,-97.07706381194858,49.80133453052033,-97.07698068527164
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),276,49.80268957631357,-97.07775924950242,49.80272163934978,-97.07761915658361,49.80280757467574,-97.077662148024,49.80276964219856,-97.0778479630378
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),155,49.80150526355791,-97.0779074118721,49.80145477635904,-97.07811846234675,49.80143678746659,-97.07799306354603,49.80155232806091,-97.07804687520702
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),114,49.80139271074178,-97.07718751596516,49.801371158736195,-97.07736227559681,49.80130861158027,-97.07731331905684,49.80130339738109,-97.0771793791738
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),41,49.80195046429668,-97.07627315153988,49.8018634402782,-97.07634994530592,49.80182889441741,-97.07619653798935,49.8019292058371,-97.07614194880753
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),118,49.8013886551745,-97.07726106305263,49.80135781451564,-97.07742620118024,49.80133139441023,-97.07738352099418,49.8012972403182,-97.07724914461362
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),157,49.80151896870991,-97.07793760636632,49.80147333111494,-97.0781623558914,49.80146003625183,-97.07803575266473,49.80157685769255,-97.07804312167544
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),313,49.80273773575306,-97.07709226925653,49.80271507599915,-97.07700675884585,49.80281264397296,-97.07694729306918,49.80283023140235,-97.07704311926011
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),327,49.80268324971682,-97.07684871518457,49.80263633128424,-97.0767269364597,49.802676930961944,-97.07665877128908,49.8027351319758,-97.07676644138226
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),333,49.802648484045065,-97.07675200708007,49.802583478734164,-97.0766915382619,49.802652583398434,-97.07649635264586,49.802697222321385,-97.07666649734732
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),152,49.80148600172847,-97.07786077691524,49.801432346274005,-97.07794506272643,49.80150697991001,-97.07800303155992,49.80149123375986,-97.07807455752588
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),27,49.80211658817676,-97.07625913287934,49.80203430813276,-97.07628373798111,49.80201590074009,-97.076168015255,49.802108310241586,-97.07614115141345
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),284,49.80272352220213,-97.07762139800333,49.80276186214538,-97.07748706428966,49.80282304889316,-97.07753459416861,49.802829313233765,-97.07764743121429
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),107,49.8014077310817,-97.0770605081853,49.80139233548378,-97.07719869492112,49.80127901540737,-97.07714650981464,49.80133140988711,-97.07704472860704
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),333,49.802648484045065,-97.07675200708007,49.802619085614815,-97.07664119884431,49.80267050148813,-97.07657922434468,49.80273147804218,-97.07665844897936
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),193,49.801860758553126,-97.07832070870596,49.801816850884975,-97.07846331466813,49.801938172695195,-97.07835176063065,49.80192317867116,-97.07847556128112
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),24,49.802152166109025,-97.07626432645965,49.80207709996625,-97.0762388695882,49.80206450782517,-97.07612404935327,49.80216555378684,-97.07609651883057
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),196,49.8018950429322,-97.07833632619193,49.801878919102485,-97.07847281997037,49.801982725074026,-97.07833670592021,49.80196763909984,-97.07849595993736
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),58,49.801759241189394,-97.07637295873243,49.801662468460236,-97.07644394510012,49.80163729750203,-97.07630237098586,49.8016854881623,-97.0762493937014
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),264,49.802616330408874,-97.07794899250425,49.80269179088748,-97.07785312281923,49.8027330090238,-97.07791250071045,49.80269249058378,-97.07802251729689
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),135,49.80140840420813,-97.0775721899512,49.80134226757447,-97.07776832175024,49.80134272517519,-97.07761122881529,49.801438766842764,-97.07773089992305
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),275,49.8026844694782,-97.07777592531879,49.80273534304161,-97.07762375972305,49.80278400063856,-97.07770583036998,49.80276780274202,-97.07782828592411
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),236,49.802360092114895,-97.07827181775625,49.80243368294226,-97.07823284374514,49.802479723505215,-97.07830437409763,49.80242586609232,-97.07837345542872
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),359,49.80243089279029,-97.07641625584267,49.8023350152996,-97.07635799794923,49.802391648248154,-97.07619852933226,49.80248284533179,-97.07631217730176
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),23,49.80216398039951,-97.07626669809522,49.802042382263465,-97.07621726318567,49.80208196951842,-97.0761904625482,49.80217598514793,-97.07611431139412
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),323,49.8027027168308,-97.07691608885543,49.802671356142504,-97.07677920906099,49.802703406301944,-97.0767113191927,49.80278602327039,-97.07686162275989
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),298,49.80275207845722,-97.07736745368894,49.802710671127365,-97.07724954956126,49.802843976948694,-97.07718317420351,49.8028377876129,-97.07736505671097
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),39,49.80197398844809,-97.07626730218038,49.801905411460645,-97.07630526394509,49.801907657664145,-97.07614039272805,49.80194053121185,-97.07611922755245
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),150,49.80147404725599,-97.07782884670476,49.80145611399656,-97.07804086185847,49.801400194164835,-97.07791711615624,49.80153059478644,-97.07800064393196
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),259,49.802578547134914,-97.0780203019298,49.80259304419456,-97.07793000913205,49.802710955827436,-97.07800732796424,49.80264961747501,-97.07810426709786
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),49,49.80185811229719,-97.07630913875957,49.80177293629458,-97.07629901864345,49.80172818622041,-97.07621844363157,49.801811632973006,-97.07618146920241
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),193,49.801860758553126,-97.07832070870596,49.80182435306757,-97.07848260357464,49.80193803070862,-97.07832866495612,49.801968252721856,-97.07846775958791
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),178,49.80169977362011,-97.07820236044395,49.8016586130801,-97.07832402139873,49.80177141947059,-97.07826990164745,49.801763131211175,-97.07838503932827
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),338,49.80261465586963,-97.07667607980342,49.80257824451793,-97.07662115349842,49.80260999242813,-97.07647349429335,49.802704186228766,-97.07659334169806
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),70,49.80163972483726,-97.07649375108802,49.80157346259248,-97.07659083956726,49.80154211019444,-97.07651500643996,49.801583934291706,-97.07636693563609
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),191,49.801838215745775,-97.07830876155079,49.801788899205036,-97.07843730251244,49.80189737916236,-97.07836110744869,49.80187032391905,-97.07852735090843
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),210,49.80205984046714,-97.07837168345306,49.80210819375186,-97.07836101418614,49.802150240507956,-97.0785007639285,49.80207597483988,-97.07851592176256
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),191,49.801838215745775,-97.07830876155079,49.80181353307303,-97.07841947403168,49.801942547024275,-97.07840630779116,49.80188383033405,-97.07842279616808
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),202,49.80196495808651,-97.07835912186458,49.80196105680191,-97.07849878687402,49.80208172083726,-97.07834934927632,49.80203934885822,-97.07852131512261
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),285,49.80272688244605,-97.07760368969731,49.80272841947321,-97.07742000816671,49.802828820127196,-97.07753044519839,49.80283024980372,-97.07760881436649
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),335,49.8026354670708,-97.07672108952467,49.802611725478684,-97.0766418680315,49.80260958585911,-97.07653232451565,49.80272533615884,-97.0766552858521
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),203,49.80197674381434,-97.07836181309708,49.80196105686696,-97.0785131002875,49.80208142858785,-97.07832714217434,49.80208768516905,-97.07848673240815
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),142,49.80143362679163,-97.07769525679477,49.80138745487394,-97.07785564301972,49.801367925566154,-97.07775784294417,49.80145910549146,-97.07784764042997
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),273,49.802673696228965,-97.07780885001318,49.80268755073112,-97.07773177449724,49.80279463143876,-97.07779375618853,49.802748154156745,-97.07787993999663
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),333,49.802648484045065,-97.07675200708007,49.8025807741814,-97.0766484489108,49.80266579228785,-97.07655787562058,49.80272074330513,-97.07666742690381
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),229,49.80228261266614,-97.07831938529681,49.80236124583554,-97.0782604302907,49.80237552527015,-97.07834847712917,49.80232590603396,-97.07847792048354
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),239,49.80239204067531,-97.07824701266902,49.80246431461313,-97.07818524790572,49.802512951495956,-97.07833233964058,49.802417801993094,-97.078369849802
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),36,49.80200948585571,-97.07626092159335,49.801929831240784,-97.07627458689338,49.80192101660653,-97.07612244137569,49.80199579627027,-97.07610046774231
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),103,49.80142076975041,-97.0769895112104,49.80136568495693,-97.07711781534249,49.801291039867905,-97.07707465066134,49.80132086544117,-97.07694688221886
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),254,49.80253689627769,-97.07808623776307,49.80260460704927,-97.07799815163666,49.802654486587386,-97.07805281810924,49.80260418426497,-97.07817386474618
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),251,49.80251018004076,-97.07812300936669,49.8025751210046,-97.0780270433188,49.80263682835167,-97.07810962888895,49.80257085439148,-97.07821361041717
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),235,49.802349261736204,-97.07827950601418,49.80246355719355,-97.07817726304893,49.80246321000254,-97.07828371838565,49.80239256293068,-97.07840729668528
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),89,49.80149077243463,-97.07675567641765,49.801424264436264,-97.0768972423079,49.80137022355063,-97.07681968542406,49.80138790573822,-97.07667874300853
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),277,49.80269449452957,-97.07774243813203,49.80272501034557,-97.0776119049757,49.802802840953035,-97.07765211531442,49.80276094092799,-97.07776950342219
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),119,49.80138815980099,-97.07727950435358,49.801386316435845,-97.07742218894589,49.80130538351094,-97.07743722315755,49.801305133754916,-97.07726514338525
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),153,49.80149224689101,-97.07787649473612,49.8014186773378,-97.07796017770623,49.80155145335792,-97.07799650881988,49.801494409565315,-97.0781157063537
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),302,49.802752812861186,-97.0772936453747,49.802745643997625,-97.07715512376886,49.80284401092359,-97.07715152338977,49.80284479893688,-97.07729213874006
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),66,49.801677715463775,-97.07644920713689,49.80159660045581,-97.07657132391077,49.80152128786386,-97.07647234884124,49.801620713936394,-97.07634297333442
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),17,49.802234142056,-97.07628759691376,49.80213941881902,-97.07623709322611,49.802157793856004,-97.07607212959935,49.80223716132386,-97.0761758320586
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),254,49.80253689627769,-97.07808623776307,49.80263406543941,-97.07799166061298,49.802643976354155,-97.07808619215878,49.8025970271078,-97.07818642499427
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),128,49.80139304983242,-97.07744527808764,49.80131113957082,-97.07755998300155,49.8012902898702,-97.07749169134095,49.80141177120361,-97.07754342618371
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),355,49.80247044523685,-97.0764574080416,49.80240123401347,-97.07639908728302,49.80243687427388,-97.07621483466134,49.80250426249042,-97.07633623302404
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),112,49.801395978425134,-97.07715095166739,49.80139171387088,-97.07729911147207,49.801308461775214,-97.07727260862961,49.801300394259044,-97.07713986867623
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),232,49.80231627420467,-97.07830079769498,49.802374914198296,-97.07826856403796,49.8024193787463,-97.07830789027032,49.802369347762756,-97.0784510601799
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),94,49.80146155610936,-97.07683606676864,49.80141400947321,-97.07700370618709,49.80136741485042,-97.0768876400445,49.80136217213235,-97.07681321402666
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),31,49.802068970791304,-97.07625670813982,49.80202335568059,-97.07625908533325,49.80198258620675,-97.07617692804388,49.802056730820695,-97.07611919729814
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),154,49.80149866815279,-97.07789204130025,49.80147684692407,-97.07808879576727,49.80142755508606,-97.07799147524095,49.80151987871818,-97.07798037181384
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),30,49.802080883567974,-97.07625683133088,49.80198327569918,-97.07628279894492,49.801981197458346,-97.07614185405309,49.80208040659444,-97.07612687283145
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),283,49.802719962998204,-97.07763901274762,49.80273405128559,-97.07751008717578,49.80282439751569,-97.07760270649551,49.80280482484122,-97.07767912367977
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),42,49.80193875521929,-97.07627655238237,49.8018485809807,-97.07632470866886,49.80183411044889,-97.07618819182481,49.801913830221544,-97.07618384706132
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),314,49.80273513356281,-97.07707425719305,49.80271061329619,-97.07694568812485,49.80278433903703,-97.07694650983566,49.802831982024145,-97.07706114548964
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),25,49.80214032690308,-97.0762622746449,49.80205391394212,-97.07625703590365,49.80206559533763,-97.07605763453792,49.802159956602836,-97.07609624636449
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),40,49.80196220989889,-97.07627006782603,49.80186121026777,-97.07631267586537,49.80183260078508,-97.0761233912528,49.801951828411475,-97.07613695962085
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),16,49.80224568173549,-97.07629218164944,49.8021731745575,-97.07622235270343,49.80219367699196,-97.07608520491704,49.80226938345352,-97.07614231094753
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),240,49.802402498523406,-97.07823817259717,49.80250818021829,-97.07819068010839,49.80252025803311,-97.07827776607093,49.802455580973024,-97.0783542394139
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),205,49.80200039723085,-97.0783662375582,49.802091860203504,-97.07834504542872,49.80206365381782,-97.07850331148369,49.80201122794275,-97.07847719703386
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),164,49.80157211017119,-97.07803707364975,49.801569542161,-97.07822922695213,49.80150733298826,-97.07816804998991,49.80162406729189,-97.07811640876763
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),286,49.80273004270634,-97.07758589322388,49.802764558111235,-97.07742315977919,49.802838258677745,-97.07748466531609,49.8028154814239,-97.07759556070502
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),322,49.80270710561539,-97.0769332484271,49.802678204982506,-97.07682389336286,49.80279319945638,-97.07674248057485,49.80279108572619,-97.07689010470956
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),9,49.80232476958707,-97.07633290216694,49.80224350539421,-97.07622131857022,49.80224565983701,-97.07619695412265,49.80236091986498,-97.07621642587546
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),253,49.80252812940048,-97.07809873517519,49.80260409830386,-97.07798222301312,49.802664174620965,-97.07814123709862,49.8026054519047,-97.07819201385877
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),33,49.80204515014669,-97.07625742811626,49.80194938962776,-97.07627238484736,49.80195303648837,-97.07610223561487,49.80203353482205,-97.07611636010627
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),224,49.80222526363506,-97.07834422062172,49.802290584958925,-97.07831323496738,49.802346635987384,-97.07843434562884,49.80227149623509,-97.07845196664252
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),18,49.80222255249021,-97.07628332491205,49.80213247103313,-97.07627111151297,49.8021683090714,-97.07607814119561,49.80222486850701,-97.0761386160884
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),340,49.80259994922734,-97.07664703771194,49.80253550996163,-97.07655015271968,49.80258633587505,-97.07641789384581,49.80265848420721,-97.07658925051938
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),87,49.80150370764965,-97.07672467733113,49.801419978452024,-97.07686103298039,49.8014011208631,-97.07677899820874,49.80142428529838,-97.07666379729069
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),182,49.80174066135714,-97.07824024996822,49.801710695689756,-97.07836705654131,49.80182465837113,-97.07831793614812,49.80177735737996,-97.07846562926993
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),159,49.80153334564995,-97.07796704143203,49.801470107768864,-97.07804622994989,49.80157363080496,-97.07808567873762,49.80156721016957,-97.0781874704059
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),232,49.80231627420467,-97.07830079769498,49.80241960032782,-97.0782391760475,49.80246657998817,-97.07834207338443,49.80234072072016,-97.07843108051995
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),222,49.802201969171286,-97.07835196850277,49.80227072520825,-97.07830159263085,49.80229738941043,-97.07846357007638,49.802240355474225,-97.07846303451893
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),273,49.802673696228965,-97.07780885001318,49.80271735441969,-97.07768514029145,49.80279163221269,-97.07773035187317,49.80273182019562,-97.07786915923427
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),104,49.80141721064225,-97.0770071255272,49.80138226932654,-97.07717247477844,49.801309865209156,-97.07715750863858,49.8013305512061,-97.07697767967028
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),127,49.80139167713474,-97.07742694376033,49.801309562905466,-97.07759153042393,49.801304840028024,-97.07743823875724,49.80140869808988,-97.07756484706972
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),330,49.80266668412157,-97.07679965586246,49.80259562668075,-97.07670934844982,49.8026667498517,-97.07660590213692,49.80273978648184,-97.07669595861435
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),112,49.801395978425134,-97.07715095166739,49.801384832156856,-97.07728287836424,49.80127497293603,-97.07730436210815,49.80130620222298,-97.07714175319445
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),283,49.802719962998204,-97.07763901274762,49.80277148575375,-97.07751861914508,49.802834780315614,-97.07752015816571,49.802805217129894,-97.07767401606739
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),286,49.80273004270634,-97.07758589322388,49.802790907553636,-97.07742963733577,49.80285780190502,-97.0774677665501,49.80281813045461,-97.07760863992397
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),246,49.80246301175346,-97.07817932213793,49.80252669567327,-97.07809988170112,49.802615202303976,-97.07814805143839,49.80252027536595,-97.07828573386502
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),42,49.80193875521929,-97.07627655238237,49.801852537953096,-97.07630826642257,49.80183642441283,-97.07617664842964,49.8019216731166,-97.07615017211097
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),92,49.801472698313965,-97.0768034389937,49.801427396469904,-97.07696548809685,49.80136576530914,-97.0769120421749,49.801384751060155,-97.07675229439937
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),222,49.802201969171286,-97.07835196850277,49.80226934430245,-97.07826977762022,49.80230570966163,-97.07849381959916,49.80223890660061,-97.07846599789626
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),213,49.80209557389927,-97.07837108822795,49.80216764720231,-97.07838536070315,49.802193919141125,-97.07849400317113,49.80211375391256,-97.07848236807445
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),336,49.80262869937426,-97.07670589944247,49.80259628418261,-97.07659893021689,49.80264146312837,-97.07653225673708,49.80269749241652,-97.07661728746578
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),50,49.80184682265644,-97.07631503128925,49.8018024990238,-97.0763530899218,49.80170398856181,-97.07629935264501,49.801824295199275,-97.07617800301719
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),201,49.80195320446858,-97.07835611235836,49.80193863942723,-97.07849593550446,49.802045925148796,-97.07837857470848,49.80202409790398,-97.07852750903957
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),49,49.80185811229719,-97.07630913875957,49.801773820344195,-97.07636135838706,49.80175237733125,-97.07619248604702,49.801823738078355,-97.07617934494935
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),143,49.801438015461166,-97.07771241598728,49.80141440483222,-97.07785167529426,49.80135364365114,-97.0777756195868,49.80150283779712,-97.07778980355543
LONG TERM RIGHT LANE CLOSURE ON A MULTI-LANE STREET (USING CHEVRONS),241,49.802412855201396,-97.0782290510861,49.80248568623976,-97.07814704472426,49.80255292924406,-97.07825593086254,49.80248194442423,-97.07831397521336
